db_id,column_names,column_names_original,table_names,table_names_original,db_id_id,column_names_id,column_names_original_id,table_names_id,table_names_original_id
,other fault details,other_fault_details,,,,rincian_kesalahan_lainnya,detail_kesalahan_lainnya,,
,fault log entry id,fault_log_entry_id,,,,id_entri_log_kesalahan,id_kesalahan_log_entry,,
,part fault id,part_fault_id,,,,id_kesalahan_bagian,id_part_fault,,
,fault status,fault_status,,,,status_kesalahan,status_kesalahan,,
,part fault id,part_fault_id,,,,id_kesalahan_bagian,id_part_fault,,
,skill id,skill_id,,,,id_keterampilan,id_keterampilan,,
student_assessment,*,*,addresses,Addresses,penilaian_siswa,*,*,alamat,Alamat
,address id,address_id,people,People,,id_alamat,id_alamat,orang,Orang
,line 1,line_1,students,Students,,baris_1,baris_1,siswa,Siswa
,line 2,line_2,courses,Courses,,baris_2,baris_2,kursus,Kursus
,city,city,people addresses,People_Addresses,,kota,kota,alamat orang,Orang_Alamat
,zip postcode,zip_postcode,student course registrations,Student_Course_Registrations,,kode_pos_pos,zip_kode_pos,pendaftaran mata kuliah mahasiswa,Pendaftaran_Kursus_Mahasiswa
,state province county,state_province_county,student course attendance,Student_Course_Attendance,,provinsi_negara_bagian_kabupaten,negara_bagian_provinsi_kabupaten,kehadiran mata kuliah mahasiswa,Mahasiswa_Kursus_Kehadiran
,country,country,candidates,Candidates,,negara,negara,kandidat,Kandidat
,person id,person_id,candidate assessments,Candidate_Assessments,,id_orang,id_person,penilaian kandidat,Kandidat_Penilaian
,first name,first_name,,,,nama_depan,nama_depan,,
,middle name,middle_name,,,,nama_tengah,nama_tengah,,
,last name,last_name,,,,nama_belakang,nama_belakang,,
,cell mobile number,cell_mobile_number,,,,nomor_ponsel,nomor_ponsel_ponsel,,
,email address,email_address,,,,alamat_email,alamat_email,,
,login name,login_name,,,,nama_masuk,nama_login,,
,password,password,,,,kata_sandi,kata_sandi,,
,student id,student_id,,,,tanda_pengenal_siswa,id_siswa,,
,student details,student_details,,,,rincian_siswa,rincian_siswa,,
,course id,course_id,,,,id_kursus,id_kursus,,
,course name,course_name,,,,nama_kursus,nama_kursus,,
,course description,course_description,,,,deskripsi_kursus,deskripsi_kursus,,
,other details,other_details,,,,rincian_lainnya,detail_lainnya,,
,person address id,person_address_id,,,,id_alamat_orang,id_orang_alamat,,
,person id,person_id,,,,id_orang,id_person,,
,address id,address_id,,,,id_alamat,id_alamat,,
,date from,date_from,,,,tanggal_dari,tanggal_dari,,
,date to,date_to,,,,tanggal_ke,tanggal_ke,,
,student id,student_id,,,,tanda_pengenal_siswa,id_siswa,,
,course id,course_id,,,,id_kursus,id_kursus,,
,registration date,registration_date,,,,tanggal_pendaftaran,tanggal_pendaftaran,,
,student id,student_id,,,,tanda_pengenal_siswa,id_siswa,,
,course id,course_id,,,,id_kursus,id_kursus,,
,date of attendance,date_of_attendance,,,,tanggal_kehadiran,tanggal_kehadiran,,
,candidate id,candidate_id,,,,id_kandidat,id_kandat,,
,candidate details,candidate_details,,,,id_rincian_kandat,id_kandat_detail,,
,candidate id,candidate_id,,,,id_kandidat,id_kandat,,
,qualification,qualification,,,,kualifikasi,kualifikasi,,
,assessment date,assessment_date,,,,tanggal_penilaian,tanggal_penilaian,,
,asessment outcome code,asessment_outcome_code,,,,kode_hasil_penilaian,penilaian_hasil_kode,,
dog_kennels,*,*,breeds,Breeds,kandang_anjing,*,*,keturunan,berkembang biak
,breed code,breed_code,charges,Charges,,kode_ras,kode_breed,biaya,Biaya
,breed name,breed_name,sizes,Sizes,,nama_ras,nama_breed,ukuran,Ukuran
,charge id,charge_id,treatment types,Treatment_Types,,nomor_tagihan,id_biaya,jenis pengobatan,Perawatan_Jenis
,charge type,charge_type,owners,Owners,,jenis_biaya,jenis_biaya,pemilik,Pemilik
,charge amount,charge_amount,dogs,Dogs,,jumlah_biaya,biaya_jumlah,anjing,Anjing
,size code,size_code,professionals,Professionals,,kode_ukuran,kode_ukuran,profesional,Profesional
,size description,size_description,treatments,Treatments,,deskripsi_ukuran,ukuran_deskripsi,perawatan,Perawatan
,treatment type code,treatment_type_code,,,,kode_jenis_pengobatan,kode_tipe_pengobatan,,
,treatment type description,treatment_type_description,,,,deskripsi_jenis_pengobatan,deskripsi_tipe_pengobatan,,
,owner id,owner_id,,,,id_pemilik,id_pemilik,,
,first name,first_name,,,,nama_depan,nama_depan,,
,last name,last_name,,,,nama_belakang,nama_belakang,,
,street,street,,,,jalan,jalan,,
,city,city,,,,kota,kota,,
,state,state,,,,negara,negara,,
,zip code,zip_code,,,,kode_pos,kode_pos,,
,email address,email_address,,,,alamat_email,alamat_email,,
,home phone,home_phone,,,,telepon_rumah,telepon_rumah,,
,cell number,cell_number,,,,nomor_sel,nomor_sel,,
,dog id,dog_id,,,,id_anjing,id_dog,,
,owner id,owner_id,,,,id_pemilik,id_pemilik,,
,abandoned yes or no,abandoned_yn,,,,id_ditinggalkan_ya_atau_tak,ditinggalkan_yn,,
,breed code,breed_code,,,,kode_ras,kode_breed,,
,size code,size_code,,,,kode_ukuran,kode_ukuran,,
,name,name,,,,nama,nama,,
,age,age,,,,usia,usia,,
,date of birth,date_of_birth,,,,tanggal_lahir,tanggal_lahir,,
,gender,gender,,,,jenis_kelamin,jenis_kelamin,,
,weight,weight,,,,berat,berat,,
,date arrived,date_arrived,,,,tanggal_tiba,tanggal_tiba,,
,date adopted,date_adopted,,,,tanggal_diadopsi,tanggal_diadopsi,,
,date departed,date_departed,,,,tanggal_berangkat,tanggal_berangkat,,
,professional id,professional_id,,,,id_profesional,id_professional,,
,role code,role_code,,,,kode_peran,kode_peran,,
,first name,first_name,,,,nama_depan,nama_depan,,
,street,street,,,,jalan,jalan,,
,city,city,,,,kota,kota,,
,state,state,,,,negara,negara,,
,zip code,zip_code,,,,kode_pos,kode_pos,,
,last name,last_name,,,,nama_belakang,nama_belakang,,
,email address,email_address,,,,alamat_email,alamat_email,,
,home phone,home_phone,,,,telepon_rumah,telepon_rumah,,
,cell number,cell_number,,,,nomor_sel,nomor_sel,,
,treatment id,treatment_id,,,,id_pengobatan,id_pengobatan,,
,dog id,dog_id,,,,id_anjing,id_dog,,
,professional id,professional_id,,,,id_profesional,id_professional,,
,treatment type code,treatment_type_code,,,,kode_jenis_pengobatan,kode_tipe_pengobatan,,
,date of treatment,date_of_treatment,,,,tanggal_pengobatan,tanggal_pengobatan,,
,cost of treatment,cost_of_treatment,,,,biaya_pengobatan,biaya_pengobatan,,
music_1,*,*,genre,genre,musik_1,*,*,genre,genre
,genre name,g_name,artist,artist,,nama_genre,g_nama,artis,artis
,rating,rating,files,files,,peringkat,peringkat,file,file
,most popular in,most_popular_in,song,song,,paling_populer_di,paling_populer_di,lagu,lagu
,artist name,artist_name,,,,nama_artis,nama_artis,,
,country,country,,,,negara,negara,,
,gender,gender,,,,jenis_kelamin,jenis_kelamin,,
,preferred genre,preferred_genre,,,,genre_yang_disukai,genre_pilihan,,
,song id,f_id,,,,id_lagu,id_f,,
,artist name,artist_name,,,,nama_artis,nama_artis,,
,file size,file_size,,,,ukuran_berkas,ukuran_file,,
,duration,duration,,,,lamanya,lamanya,,
,formats,formats,,,,format,format,,
,song name,song_name,,,,nama_lagu,nama_lagu,,
,artist name,artist_name,,,,nama_artis,nama_artis,,
,country,country,,,,negara,negara,,
,song id,f_id,,,,id_lagu,id_f,,
,genre is,genre_is,,,,genre_adalah,genre_is,,
,rating,rating,,,,peringkat,peringkat,,
,languages,languages,,,,bahasa,bahasa,,
,releasedate,releasedate,,,,tanggal_rilis,tanggal_rilis,,
,resolution,resolution,,,,resolusi,resolusi,,
company_employee,*,*,people,people,perusahaan_karyawan,*,*,orang,orang
,people id,People_ID,company,company,,id_orang,id_orang,perusahaan,perusahaan
,age,Age,employment,employment,,usia,usia,pekerjaan,pekerjaan
,name,Name,,,,nama,nama,,
,nationality,Nationality,,,,kebangsaan,kebangsaan,,
,graduation college,Graduation_College,,,,kelulusan_perguruan_tinggi,wisuda_perguruan_tinggi,,
,company id,Company_ID,,,,id_perusahaan,id_perusahaan,,
,name,Name,,,,nama,nama,,
,headquarters,Headquarters,,,,markas_besar,markas_besar,,
,industry,Industry,,,,industri,industri,,
,sales in billion,Sales_in_Billion,,,,penjualan_dalam_miliar,penjualan_dalam_miliar,,
,profits in billion,Profits_in_Billion,,,,keuntungan_dalam_miliar,untung_dalam_miliar,,
,assets in billion,Assets_in_Billion,,,,aset_dalam_miliar,aset_dalam_miliar,,
,market value in billion,Market_Value_in_Billion,,,,nilai_pasar_dalam_miliar,nilai_pasar_dalam_miliar,,
,company id,Company_ID,,,,id_perusahaan,id_perusahaan,,
,people id,People_ID,,,,id_orang,id_orang,,
,year working,Year_working,,,,tahun_bekerja,tahun_bekerja,,
farm,*,*,city,city,peternakan,*,*,kota,kota
,city id,City_ID,farm,farm,,id_kota,id_kota,peternakan,peternakan
,official name,Official_Name,farm competition,farm_competition,,nama_resmi,nama_resmi,kompetisi pertanian,kompetisi_pertanian
,status,Status,competition record,competition_record,,status,status,rekor kompetisi,kompetisi_catatan
,area km 2,Area_km_2,,,,luas_km_2,luas_km_2,,
,population,Population,,,,populasi,populasi,,
,census ranking,Census_Ranking,,,,peringkat_sensus,peringkat_sensus,,
,farm id,Farm_ID,,,,id_pertanian,id_pertanian,,
,year,Year,,,,tahun,tahun,,
,total horses,Total_Horses,,,,jumlah_kuda,total_kuda,,
,working horses,Working_Horses,,,,kuda_pekerja,bekerja_kuda,,
,total cattle,Total_Cattle,,,,jumlah_ternak,total_sapi,,
,oxen,Oxen,,,,lembu,sapi,,
,bulls,Bulls,,,,banteng,banteng,,
,cows,Cows,,,,sapi,sapi,,
,pigs,Pigs,,,,babi,babi,,
,sheep and goats,Sheep_and_Goats,,,,domba_dan_kambing,domba_dan_kambing,,
,competition id,Competition_ID,,,,id_kompetisi,id_kompetisi,,
,year,Year,,,,tahun,tahun,,
,theme,Theme,,,,tema,tema,,
,host city id,Host_city_ID,,,,id_kota_tuan_rumah,id_host_kota,,
,hosts,Hosts,,,,tuan_rumah,tuan_rumah,,
,competition id,Competition_ID,,,,id_kompetisi,id_kompetisi,,
,farm id,Farm_ID,,,,id_pertanian,id_pertanian,,
,rank,Rank,,,,pangkat,pangkat,,
solvency_ii,*,*,addresses,Addresses,solvabilitas_ii,*,*,alamat,Alamat
,address id,Address_ID,locations,Locations,,id_alamat,id_alamat,lokasi,Lokasi
,address details,address_details,products,Products,,rincian_alamat,alamat_detail,produk,Produk
,location id,Location_ID,parties,Parties,,id_lokasi,id_lokasi,pesta,Pesta
,other details,Other_Details,assets,Assets,,rincian_lainnya,lainnya_detail,aktiva,Aktiva
,product id,Product_ID,channels,Channels,,id_produk,id_produk,saluran,Saluran
,product type code,Product_Type_Code,finances,Finances,,kode_jenis_produk,kode_jenis_produk,keuangan,Keuangan
,product name,Product_Name,events,Events,,nama_produk,nama_produk,acara,Acara
,product price,Product_Price,products in events,Products_in_Events,,harga_produk,produk_harga,produk dalam acara,Produk_dalam_Acara
,party id,Party_ID,parties in events,Parties_in_Events,,id_pesta,id_pesta,pesta dalam acara,Pesta_dalam_Acara
,party details,Party_Details,agreements,Agreements,,detail_pesta,pesta_detail,perjanjian,Perjanjian
,asset id,Asset_ID,assets in events,Assets_in_Events,,id_aset,id_aset,aset dalam peristiwa,Aset_dalam_Peristiwa
,other details,Other_Details,,,,rincian_lainnya,lainnya_detail,,
,channel id,Channel_ID,,,,id_saluran,id_saluran,,
,other details,Other_Details,,,,rincian_lainnya,lainnya_detail,,
,finance id,Finance_ID,,,,id_keuangan,id_keuangan,,
,other details,Other_Details,,,,rincian_lainnya,lainnya_detail,,
,event id,Event_ID,,,,id_acara,id_acara,,
,address id,Address_ID,,,,id_alamat,id_alamat,,
,channel id,Channel_ID,,,,id_saluran,id_saluran,,
,event type code,Event_Type_Code,,,,kode_jenis_acara,kode_jenis_peristiwa,,
,finance id,Finance_ID,,,,id_keuangan,id_keuangan,,
,location id,Location_ID,,,,id_lokasi,id_lokasi,,
,product in event id,Product_in_Event_ID,,,,id_produk_dalam_acara,id_produk_dalam_acara,,
,event id,Event_ID,,,,id_acara,id_acara,,
,product id,Product_ID,,,,id_produk,id_produk,,
,party id,Party_ID,,,,id_pesta,id_pesta,,
,event id,Event_ID,,,,id_acara,id_acara,,
,role code,Role_Code,,,,kode_peran,peran_kode,,
,document id,Document_ID,,,,id_dokumen,id_dokumen,,
,event id,Event_ID,,,,id_acara,id_acara,,
,asset id,Asset_ID,,,,id_aset,id_aset,,
,event id,Event_ID,,,,id_acara,id_acara,,
city_record,*,*,city,city,catatan_kota,*,*,kota,kota
,city id,City_ID,match,match,,id_kota,id_kota,cocok,cocok
,city,City,temperature,temperature,,kota,kota,suhu,suhu
,hanzi,Hanzi,hosting city,hosting_city,,hanzi,hanzi,kota tuan rumah,hosting_kota
,hanyu pinyin,Hanyu_Pinyin,,,,hanyu_pinyin,hanyu_pinyin,,
,regional population,Regional_Population,,,,populasi_wilayah,regional_populasi,,
,gdp,GDP,,,,pdb,pdb,,
,match id,Match_ID,,,,id_pertandingan,id_cocok,,
,date,Date,,,,tanggal,tanggal,,
,venue,Venue,,,,lokasi,lokasi,,
,score,Score,,,,skor,skor,,
,result,Result,,,,hasil,hasil,,
,competition,Competition,,,,kompetisi,kompetisi,,
,city id,City_ID,,,,id_kota,id_kota,,
,jan,Jan,,,,januari,januari,,
,feb,Feb,,,,februari,februari,,
,mar,Mar,,,,merusak,merusak,,
,apr,Apr,,,,april,april,,
,jun,Jun,,,,juni,juni,,
,jul,Jul,,,,juli,juli,,
,aug,Aug,,,,agustus,agustus,,
,sep,Sep,,,,september,september,,
,oct,Oct,,,,oktober,oktober,,
,nov,Nov,,,,november,november,,
,dec,Dec,,,,desember,desember,,
,year,Year,,,,tahun,tahun,,
,match id,Match_ID,,,,id_pertandingan,id_cocok,,
,host city,Host_City,,,,kota_tuan_rumah,host_kota,,
swimming,*,*,swimmer,swimmer,renang,*,*,perenang,perenang
,id,ID,stadium,stadium,,pengenal,pengenal,stadion,stadion
,name,name,event,event,,nama,nama,peristiwa,peristiwa
,nationality,Nationality,record,record,,kebangsaan,kebangsaan,catatan,catatan
,meter 100,meter_100,,,,meteran_100,meter_100,,
,meter 200,meter_200,,,,meteran_200,meter_200,,
,meter 300,meter_300,,,,meteran_300,meter_300,,
,meter 400,meter_400,,,,meteran_400,meter_400,,
,meter 500,meter_500,,,,meteran_500,meter_500,,
,meter 600,meter_600,,,,meteran_600,meter_600,,
,meter 700,meter_700,,,,meteran_700,meter_700,,
,time,Time,,,,waktu,waktu,,
,id,ID,,,,pengenal,pengenal,,
,name,name,,,,nama,nama,,
,capacity,Capacity,,,,kapasitas,kapasitas,,
,city,City,,,,kota,kota,,
,country,Country,,,,negara,negara,,
,opening year,Opening_year,,,,tahun_pembukaan,pembukaan_tahun,,
,id,ID,,,,pengenal,pengenal,,
,name,Name,,,,nama,nama,,
,stadium id,Stadium_ID,,,,id_stadion,id_stadion,,
,year,Year,,,,tahun,tahun,,
,id,ID,,,,pengenal,pengenal,,
,result,Result,,,,hasil,hasil,,
,swimmer id,Swimmer_ID,,,,id_perenang,id_perenang,,
,event id,Event_ID,,,,id_acara,id_acara,,
flight_2,*,*,airlines,airlines,penerbangan_2,*,*,maskapai penerbangan,maskapai penerbangan
,airline id,uid,airports,airports,,id_maskapai_penerbangan,id_u,bandara,bandara
,airline name,Airline,flights,flights,,nama_maskapai_penerbangan,perusahaan_penerbangan,penerbangan,penerbangan
,abbreviation,Abbreviation,,,,singkatan,singkatan,,
,country,Country,,,,negara,negara,,
,city,City,,,,kota,kota,,
,airport code,AirportCode,,,,kode_bandara,kode_bandara,,
,airport name,AirportName,,,,nama_bandara,nama_bandara,,
,country,Country,,,,negara,negara,,
,country abbrev,CountryAbbrev,,,,singkatan_negara,negarasingkatan,,
,airline,Airline,,,,perusahaan_penerbangan,perusahaan_penerbangan,,
,flight number,FlightNo,,,,nomor_penerbangan,nomor_penerbangan,,
,source airport,SourceAirport,,,,bandara_sumber,sumberbandara,,
,destination airport,DestAirport,,,,bandara_tujuan,bandara_tujuan,,
election,*,*,county,county,pemilihan,*,*,daerah,daerah
,county id,County_Id,party,party,,tanda_pengenal_daerah,id_kabupaten,berpesta,berpesta
,county name,County_name,election,election,,nama_daerah,nama_kabupaten,pemilihan,pemilihan
,population,Population,,,,populasi,populasi,,
,zip code,Zip_code,,,,kode_pos,kode_pos,,
,party id,Party_ID,,,,id_pesta,id_pesta,,
,year,Year,,,,tahun,tahun,,
,party,Party,,,,berpesta,berpesta,,
,governor,Governor,,,,gubernur,gubernur,,
,lieutenant governor,Lieutenant_Governor,,,,letnan_gubernur,letnan_gubernur,,
,comptroller,Comptroller,,,,pengawas,pengawas,,
,attorney general,Attorney_General,,,,jaksa_agung,jaksa_agung,,
,us senate,US_Senate,,,,kami_senat,as_senat,,
,election id,Election_ID,,,,id_pemilu,id_pemilu,,
,counties represented,Counties_Represented,,,,kabupaten_diwakili,kabupaten_diwakili,,
,district,District,,,,daerah,daerah,,
,delegate,Delegate,,,,melimpahkan,melimpahkan,,
,party,Party,,,,berpesta,berpesta,,
,first elected,First_Elected,,,,pertama_kali_terpilih,pertama_terpilih,,
,committee,Committee,,,,komite,komite,,
manufactory_1,*,*,manufacturers,Manufacturers,pabrik_1,*,*,produsen,Produsen
,code,Code,products,Products,,kode,kode,produk,Produk
,name,Name,,,,nama,nama,,
,headquarter,Headquarter,,,,kantor_pusat,kantor_pusat,,
,founder,Founder,,,,pendiri,pendiri,,
,revenue,Revenue,,,,pendapatan,pendapatan,,
,code,Code,,,,kode,kode,,
,name,Name,,,,nama,nama,,
,price,Price,,,,harga,harga,,
,manufacturer,Manufacturer,,,,pabrikan,pabrikan,,
debate,*,*,people,people,perdebatan,*,*,orang,orang
,people id,People_ID,debate,debate,,id_orang,id_orang,perdebatan,perdebatan
,district,District,debate people,debate_people,,daerah,daerah,berdebat orang,debat_orang
,name,Name,,,,nama,nama,,
,party,Party,,,,berpesta,berpesta,,
,age,Age,,,,usia,usia,,
,debate id,Debate_ID,,,,id_debat,id_debat,,
,date,Date,,,,tanggal,tanggal,,
,venue,Venue,,,,lokasi,lokasi,,
,num of audience,Num_of_Audience,,,,jumlah_penonton,jumlah_pemirsa,,
,debate id,Debate_ID,,,,id_debat,id_debat,,
,affirmative,Affirmative,,,,setuju,setuju,,
,negative,Negative,,,,negatif,negatif,,
,if affirmative win,If_Affirmative_Win,,,,jika_afirmatif_menang,jika_afirmatif_menang,,
network_2,*,*,person,Person,jaringan_2,*,*,orang,Orang
,name,name,person friend,PersonFriend,,nama,nama,teman orang,Teman Orang
,age,age,,,,usia,usia,,
,city,city,,,,kota,kota,,
,gender,gender,,,,jenis_kelamin,jenis_kelamin,,
,job,job,,,,pekerjaan,pekerjaan,,
,name,name,,,,nama,nama,,
,friend,friend,,,,teman,teman,,
,year,year,,,,tahun,tahun,,
local_govt_in_alabama,*,*,services,Services,local_govt_in_alabama,*,*,layanan,Layanan
,service id,Service_ID,participants,Participants,,nomor_layanan,id_layanan,peserta,Peserta
,service type code,Service_Type_Code,events,Events,,kode_jenis_layanan,kode_jenis_layanan,acara,Acara
,participant id,Participant_ID,participants in events,Participants_in_Events,,id_peserta,id_peserta,peserta dalam acara,Peserta_dalam_Acara
,participant type code,Participant_Type_Code,,,,kode_jenis_peserta,kode_jenis_peserta,,
,participant details,Participant_Details,,,,rincian_peserta,peserta_detail,,
,event id,Event_ID,,,,id_acara,id_acara,,
,service id,Service_ID,,,,nomor_layanan,id_layanan,,
,event details,Event_Details,,,,detail_acara,acara_detail,,
,event id,Event_ID,,,,id_acara,id_acara,,
,participant id,Participant_ID,,,,id_peserta,id_peserta,,
climbing,*,*,mountain,mountain,pendakian,*,*,gunung,gunung
,mountain id,Mountain_ID,climber,climber,,id_gunung,id_gunung,pendaki,pendaki
,name,Name,,,,nama,nama,,
,height,Height,,,,tinggi,tinggi,,
,prominence,Prominence,,,,keunggulan,menonjol,,
,range,Range,,,,jangkauan,jangkauan,,
,country,Country,,,,negara,negara,,
,climber id,Climber_ID,,,,id_pendaki,id_pendaki,,
,name,Name,,,,nama,nama,,
,country,Country,,,,negara,negara,,
,time,Time,,,,waktu,waktu,,
,points,Points,,,,poin,poin,,
,mountain id,Mountain_ID,,,,id_gunung,id_gunung,,
e_learning,*,*,course authors and tutors,Course_Authors_and_Tutors,e_learning,*,*,penulis kursus dan tutor,Kursus_Penulis_dan_Tutor
