db_id,query_toks,question,db_id_id,query_toks_id,question_id
,T1.course_id,,,T1.id_course,
,=,,,=,
,T2.course_Id,,,T2.kursus_Id,
,GROUP,,,GROUP,
,BY,,,BY,
,T1.course_id,,,T1.id_course,
,ORDER,,,ORDER,
,BY,,,BY,
,count,,,count,
,(,,,(,
,*,,,*,
,),,,),
,DESC,,,DESC,
,LIMIT,,,LIMIT,
,1,,,1,
student_assessment,SELECT,what is id of students who registered some courses but the least number of courses in these students?,penilaian_siswa,SELECT,berapakah identitas mahasiswa yang mendaftarkan beberapa mata kuliah tetapi jumlah mata kuliah yang dimiliki mahasiswa tersebut paling sedikit?
,student_id,,,id_siswa,
,FROM,,,FROM,
,student_course_registrations,,,registrasi_kursus_siswa,
,GROUP,,,GROUP,
,BY,,,BY,
,student_id,,,id_siswa,
,ORDER,,,ORDER,
,BY,,,BY,
,count,,,count,
,(,,,(,
,*,,,*,
,),,,),
,LIMIT,,,LIMIT,
,1,,,1,
student_assessment,SELECT,What are the ids of the students who registered for some courses but had the least number of courses for all students?,penilaian_siswa,SELECT,Berapakah ID mahasiswa yang mendaftar pada beberapa mata kuliah namun memiliki jumlah mata kuliah paling sedikit untuk seluruh mahasiswa?
,student_id,,,id_siswa,
,FROM,,,FROM,
,student_course_registrations,,,registrasi_kursus_siswa,
,GROUP,,,GROUP,
,BY,,,BY,
,student_id,,,id_siswa,
,ORDER,,,ORDER,
,BY,,,BY,
,count,,,count,
,(,,,(,
,*,,,*,
,),,,),
,LIMIT,,,LIMIT,
,1,,,1,
student_assessment,SELECT,what are the first name and last name of all candidates?,penilaian_siswa,SELECT,apa nama depan dan nama belakang semua kandidat?
,T2.first_name,,,T2.nama_depan,
,",",,,",",
,T2.last_name,,,T2.nama_belakang,
,FROM,,,FROM,
,candidates,,,kandidat,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,people,,,rakyat,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.candidate_id,,,T1.id_kandidat,
,=,,,=,
,T2.person_id,,,T2.id_orang,
student_assessment,SELECT,What are the first and last names of all the candidates?,penilaian_siswa,SELECT,Siapa nama depan dan belakang semua kandidat?
,T2.first_name,,,T2.nama_depan,
,",",,,",",
,T2.last_name,,,T2.nama_belakang,
,FROM,,,FROM,
,candidates,,,kandidat,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,people,,,rakyat,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.candidate_id,,,T1.id_kandidat,
,=,,,=,
,T2.person_id,,,T2.id_orang,
student_assessment,SELECT,List the id of students who never attends courses?,penilaian_siswa,SELECT,Sebutkan id mahasiswa yang tidak pernah mengikuti kursus?
,student_id,,,id_siswa,
,FROM,,,FROM,
,students,,,siswa,
,WHERE,,,WHERE,
,student_id,,,id_siswa,
,NOT,,,NOT,
,IN,,,IN,
,(,,,(,
,SELECT,,,SELECT,
,student_id,,,id_siswa,
,FROM,,,FROM,
,student_course_attendance,,,kehadiran_kursus_siswa,
,),,,),
student_assessment,SELECT,What are the  ids of every student who has never attended a course?,penilaian_siswa,SELECT,Apa identitas setiap siswa yang belum pernah mengikuti kursus?
,student_id,,,id_siswa,
,FROM,,,FROM,
,students,,,siswa,
,WHERE,,,WHERE,
,student_id,,,id_siswa,
,NOT,,,NOT,
,IN,,,IN,
,(,,,(,
,SELECT,,,SELECT,
,student_id,,,id_siswa,
,FROM,,,FROM,
,student_course_attendance,,,kehadiran_kursus_siswa,
,),,,),
student_assessment,SELECT,List the id of students who attended some courses?,penilaian_siswa,SELECT,Sebutkan identitas mahasiswa yang mengikuti beberapa mata kuliah?
,student_id,,,id_siswa,
,FROM,,,FROM,
,student_course_attendance,,,kehadiran_kursus_siswa,
student_assessment,SELECT,What are the ids of all students who have attended at least one course?,penilaian_siswa,SELECT,Apa identitas semua siswa yang telah mengikuti setidaknya satu mata kuliah?
,student_id,,,id_siswa,
,FROM,,,FROM,
,student_course_attendance,,,kehadiran_kursus_siswa,
student_assessment,SELECT,What are the ids of all students for courses and what are the names of those courses?,penilaian_siswa,SELECT,Apa ID semua mahasiswa untuk mata kuliah tersebut dan apa nama mata kuliah tersebut?
,T1.student_id,,,T1.id_siswa,
,",",,,",",
,T2.course_name,,,T2.nama_kursus,
,FROM,,,FROM,
,student_course_registrations,,,registrasi_kursus_siswa,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,courses,,,kursus,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.course_id,,,T1.id_course,
,=,,,=,
,T2.course_id,,,T2.id_course,
student_assessment,SELECT,What is detail of the student who most recently registered course?,penilaian_siswa,SELECT,Bagaimana rincian mahasiswa yang terakhir mendaftar kursus?
,T2.student_details,,,T2.detail_siswa,
,FROM,,,FROM,
,student_course_registrations,,,registrasi_kursus_siswa,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,students,,,siswa,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.student_id,,,T1.id_siswa,
,=,,,=,
,T2.student_id,,,T2.id_siswa,
,ORDER,,,ORDER,
,BY,,,BY,
,T1.registration_date,,,T1.tanggal_pendaftaran,
,DESC,,,DESC,
,LIMIT,,,LIMIT,
,1,,,1,
student_assessment,SELECT,What details do we have on the students who registered for courses most recently?,penilaian_siswa,SELECT,Rincian apa yang kami miliki tentang siswa yang terakhir mendaftar kursus?
,T2.student_details,,,T2.detail_siswa,
,FROM,,,FROM,
,student_course_registrations,,,registrasi_kursus_siswa,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,students,,,siswa,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.student_id,,,T1.id_siswa,
,=,,,=,
,T2.student_id,,,T2.id_siswa,
,ORDER,,,ORDER,
,BY,,,BY,
,T1.registration_date,,,T1.tanggal_pendaftaran,
,DESC,,,DESC,
,LIMIT,,,LIMIT,
,1,,,1,
student_assessment,SELECT,How many students attend course English?,penilaian_siswa,SELECT,Berapa banyak siswa yang mengikuti kursus bahasa Inggris?
,count,,,count,
,(,,,(,
,*,,,*,
,),,,),
,FROM,,,FROM,
,courses,,,kursus,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,student_course_attendance,,,kehadiran_kursus_siswa,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.course_id,,,T1.id_course,
,=,,,=,
,T2.course_id,,,T2.id_course,
,WHERE,,,WHERE,
,T1.course_name,,,T1.nama_kursus,
,=,,,=,
,``,,,``,
,English,,,Bahasa_inggris,
,',,,',
student_assessment,SELECT,How many students are attending English courses?,penilaian_siswa,SELECT,Berapa banyak siswa yang mengikuti kursus bahasa Inggris?
,count,,,count,
,(,,,(,
,*,,,*,
,),,,),
,FROM,,,FROM,
,courses,,,kursus,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,student_course_attendance,,,kehadiran_kursus_siswa,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.course_id,,,T1.id_course,
,=,,,=,
,T2.course_id,,,T2.id_course,
,WHERE,,,WHERE,
,T1.course_name,,,T1.nama_kursus,
,=,,,=,
,``,,,``,
,English,,,Bahasa_inggris,
,',,,',
student_assessment,SELECT,How many courses do the student whose id is 171 attend?,penilaian_siswa,SELECT,Berapa banyak mata kuliah yang diikuti oleh siswa yang berid 171?
,count,,,count,
,(,,,(,
,*,,,*,
,),,,),
,FROM,,,FROM,
,courses,,,kursus,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,student_course_attendance,,,kehadiran_kursus_siswa,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.course_id,,,T1.id_course,
,=,,,=,
,T2.course_id,,,T2.id_course,
,WHERE,,,WHERE,
,T2.student_id,,,T2.id_siswa,
,=,,,=,
,171,,,171,
student_assessment,SELECT,How many courses does the student with id 171 actually attend?,penilaian_siswa,SELECT,Berapa mata kuliah yang sebenarnya diikuti oleh siswa dengan id 171?
,count,,,count,
,(,,,(,
,*,,,*,
,),,,),
,FROM,,,FROM,
,courses,,,kursus,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,student_course_attendance,,,kehadiran_kursus_siswa,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.course_id,,,T1.id_course,
,=,,,=,
,T2.course_id,,,T2.id_course,
,WHERE,,,WHERE,
,T2.student_id,,,T2.id_siswa,
,=,,,=,
,171,,,171,
student_assessment,SELECT,Find id of the candidate whose email is stanley.monahan@example.org?,penilaian_siswa,SELECT,Temukan id kandidat yang emailnya stanley.monahan@example.org?
,T2.candidate_id,,,T2.id_kandidat,
,FROM,,,FROM,
,people,,,rakyat,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,candidates,,,kandidat,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.person_id,,,T1.id_orang,
,=,,,=,
,T2.candidate_id,,,T2.id_kandidat,
,WHERE,,,WHERE,
,T1.email_address,,,T1.alamat_email,
,=,,,=,
,``,,,``,
,stanley.monahan,,,stanley.monahan,
,@,,,@,
,example.org,,,contoh.org,
,',,,',
student_assessment,SELECT,What is the id of the candidate whose email is stanley.monahan@example.org?,penilaian_siswa,SELECT,Apa id kandidat yang emailnya stanley.monahan@example.org?
,T2.candidate_id,,,T2.id_kandidat,
,FROM,,,FROM,
,people,,,rakyat,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,candidates,,,kandidat,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.person_id,,,T1.id_orang,
,=,,,=,
,T2.candidate_id,,,T2.id_kandidat,
,WHERE,,,WHERE,
,T1.email_address,,,T1.alamat_email,
,=,,,=,
,``,,,``,
,stanley.monahan,,,stanley.monahan,
,@,,,@,
,example.org,,,contoh.org,
,',,,',
student_assessment,SELECT,Find id of the candidate who most recently accessed the course?,penilaian_siswa,SELECT,Temukan identitas kandidat yang terakhir mengakses kursus?
,candidate_id,,,id_kandidat,
,FROM,,,FROM,
,candidate_assessments,,,kandidat_penilaian,
,ORDER,,,ORDER,
,BY,,,BY,
,assessment_date,,,tanggal_penilaian,
,DESC,,,DESC,
,LIMIT,,,LIMIT,
,1,,,1,
student_assessment,SELECT,What is the id of the candidate who most recently accessed the course?,penilaian_siswa,SELECT,Apa identitas kandidat yang terakhir mengakses kursus?
,candidate_id,,,id_kandidat,
,FROM,,,FROM,
,candidate_assessments,,,kandidat_penilaian,
,ORDER,,,ORDER,
,BY,,,BY,
,assessment_date,,,tanggal_penilaian,
,DESC,,,DESC,
,LIMIT,,,LIMIT,
,1,,,1,
student_assessment,SELECT,What is detail of the student who registered the most number of courses?,penilaian_siswa,SELECT,Berapakah rincian mahasiswa yang mendaftar mata kuliah terbanyak?
,T1.student_details,,,T1.detail_siswa,
,FROM,,,FROM,
,students,,,siswa,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,student_course_registrations,,,registrasi_kursus_siswa,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.student_id,,,T1.id_siswa,
,=,,,=,
,T2.student_id,,,T2.id_siswa,
,GROUP,,,GROUP,
,BY,,,BY,
,T1.student_id,,,T1.id_siswa,
,ORDER,,,ORDER,
,BY,,,BY,
,count,,,count,
,(,,,(,
,*,,,*,
,),,,),
,DESC,,,DESC,
,LIMIT,,,LIMIT,
,1,,,1,
student_assessment,SELECT,What are the details of the student who registered for the most number of courses?,penilaian_siswa,SELECT,Bagaimana rincian mahasiswa yang mendaftar mata kuliah terbanyak?
,T1.student_details,,,T1.detail_siswa,
,FROM,,,FROM,
,students,,,siswa,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,student_course_registrations,,,registrasi_kursus_siswa,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.student_id,,,T1.id_siswa,
,=,,,=,
,T2.student_id,,,T2.id_siswa,
,GROUP,,,GROUP,
,BY,,,BY,
,T1.student_id,,,T1.id_siswa,
,ORDER,,,ORDER,
,BY,,,BY,
,count,,,count,
,(,,,(,
,*,,,*,
,),,,),
,DESC,,,DESC,
,LIMIT,,,LIMIT,
,1,,,1,
student_assessment,SELECT,List the id of students who registered some courses and the number of their registered courses?,penilaian_siswa,SELECT,Sebutkan id mahasiswa yang mendaftarkan beberapa mata kuliah dan nomor mata kuliah yang didaftarkan?
,T1.student_id,,,T1.id_siswa,
,",",,,",",
,count,,,count,
,(,,,(,
,*,,,*,
,),,,),
,FROM,,,FROM,
,students,,,siswa,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,student_course_registrations,,,registrasi_kursus_siswa,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.student_id,,,T1.id_siswa,
,=,,,=,
,T2.student_id,,,T2.id_siswa,
,GROUP,,,GROUP,
,BY,,,BY,
,T1.student_id,,,T1.id_siswa,
student_assessment,SELECT,"For every student who is registered for some course, how many courses are they registered for?",penilaian_siswa,SELECT,"Untuk setiap mahasiswa yang terdaftar pada suatu mata kuliah, berapa mata kuliah yang didaftarkannya?"
,T1.student_id,,,T1.id_siswa,
,",",,,",",
,count,,,count,
,(,,,(,
,*,,,*,
,),,,),
,FROM,,,FROM,
,students,,,siswa,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,student_course_registrations,,,registrasi_kursus_siswa,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.student_id,,,T1.id_siswa,
,=,,,=,
,T2.student_id,,,T2.id_siswa,
,GROUP,,,GROUP,
,BY,,,BY,
,T1.student_id,,,T1.id_siswa,
student_assessment,SELECT,How many registed students do each course have? List course name and the number of their registered students?,penilaian_siswa,SELECT,Berapa banyak siswa terdaftar yang dimiliki setiap kursus? Cantumkan nama kursus dan jumlah siswa yang terdaftar?
,T3.course_name,,,T3.nama_kursus,
,",",,,",",
,count,,,count,
,(,,,(,
,*,,,*,
,),,,),
,FROM,,,FROM,
,students,,,siswa,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,student_course_registrations,,,registrasi_kursus_siswa,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.student_id,,,T1.id_siswa,
,=,,,=,
,T2.student_id,,,T2.id_siswa,
,JOIN,,,JOIN,
,courses,,,kursus,
,AS,,,AS,
,T3,,,T3,
,ON,,,ON,
,T2.course_id,,,T2.id_course,
,=,,,=,
,T3.course_id,,,T3.id_course,
,GROUP,,,GROUP,
,BY,,,BY,
,T2.course_id,,,T2.id_course,
student_assessment,SELECT,"For each course id, how many students are registered and what are the course names?",penilaian_siswa,SELECT,"Untuk setiap id mata kuliah, berapa jumlah siswa yang terdaftar dan apa nama mata kuliahnya?"
,T3.course_name,,,T3.nama_kursus,
,",",,,",",
,count,,,count,
,(,,,(,
,*,,,*,
,),,,),
,FROM,,,FROM,
,students,,,siswa,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,student_course_registrations,,,registrasi_kursus_siswa,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.student_id,,,T1.id_siswa,
,=,,,=,
,T2.student_id,,,T2.id_siswa,
,JOIN,,,JOIN,
,courses,,,kursus,
,AS,,,AS,
,T3,,,T3,
,ON,,,ON,
,T2.course_id,,,T2.id_course,
,=,,,=,
,T3.course_id,,,T3.id_course,
,GROUP,,,GROUP,
,BY,,,BY,
,T2.course_id,,,T2.id_course,
student_assessment,SELECT,"Find id of candidates whose assessment code is ""Pass""?",penilaian_siswa,SELECT,"Temukan id kandidat yang kode penilaiannya ""Lulus""?"
,candidate_id,,,id_kandidat,
,FROM,,,FROM,
,candidate_assessments,,,kandidat_penilaian,
,WHERE,,,WHERE,
,asessment_outcome_code,,,penilaian_hasil_kode,
,=,,,=,
,``,,,``,
,Pass,,,Lulus,
,',,,',
student_assessment,SELECT,What are the ids of the candidates that have an outcome code of Pass?,penilaian_siswa,SELECT,Apa saja identitas calon yang memiliki kode hasil Lulus?
,candidate_id,,,id_kandidat,
,FROM,,,FROM,
,candidate_assessments,,,kandidat_penilaian,
,WHERE,,,WHERE,
,asessment_outcome_code,,,penilaian_hasil_kode,
,=,,,=,
,``,,,``,
,Pass,,,Lulus,
,',,,',
student_assessment,SELECT,"Find the cell mobile number of the candidates whose assessment code is ""Fail""?",penilaian_siswa,SELECT,"Temukan nomor ponsel calon yang kode penilaiannya ""Gagal""?"
,T3.cell_mobile_number,,,T3.nomor_sel_ponsel,
,FROM,,,FROM,
,candidates,,,kandidat,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,candidate_assessments,,,kandidat_penilaian,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.candidate_id,,,T1.id_kandidat,
,=,,,=,
,T2.candidate_id,,,T2.id_kandidat,
,JOIN,,,JOIN,
,people,,,rakyat,
,AS,,,AS,
,T3,,,T3,
,ON,,,ON,
,T1.candidate_id,,,T1.id_kandidat,
,=,,,=,
,T3.person_id,,,T3.id_person,
,WHERE,,,WHERE,
,T2.asessment_outcome_code,,,T2.asessment_outcome_code,
,=,,,=,
,``,,,``,
,Fail,,,Gagal,
,',,,',
student_assessment,SELECT,"What are the cell phone numbers of the candidates that received an assessment code of ""Fail""?",penilaian_siswa,SELECT,Berapa nomor ponsel calon yang mendapat kode penilaian “Gagal”?
,T3.cell_mobile_number,,,T3.nomor_sel_ponsel,
,FROM,,,FROM,
,candidates,,,kandidat,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,candidate_assessments,,,kandidat_penilaian,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.candidate_id,,,T1.id_kandidat,
,=,,,=,
,T2.candidate_id,,,T2.id_kandidat,
,JOIN,,,JOIN,
,people,,,rakyat,
,AS,,,AS,
,T3,,,T3,
,ON,,,ON,
,T1.candidate_id,,,T1.id_kandidat,
,=,,,=,
,T3.person_id,,,T3.id_person,
,WHERE,,,WHERE,
,T2.asessment_outcome_code,,,T2.asessment_outcome_code,
,=,,,=,
,``,,,``,
,Fail,,,Gagal,
,',,,',
student_assessment,SELECT,What are the id of students who registered course 301?,penilaian_siswa,SELECT,Apa identitas mahasiswa yang mendaftar mata kuliah 301?
,student_id,,,id_siswa,
,FROM,,,FROM,
,student_course_attendance,,,kehadiran_kursus_siswa,
,WHERE,,,WHERE,
,course_id,,,id_kursus,
,=,,,=,
,301,,,301,
student_assessment,SELECT,What are the ids of the students who registered for course 301?,penilaian_siswa,SELECT,Apa identitas mahasiswa yang mendaftar mata kuliah 301?
,student_id,,,id_siswa,
,FROM,,,FROM,
,student_course_attendance,,,kehadiran_kursus_siswa,
,WHERE,,,WHERE,
,course_id,,,id_kursus,
,=,,,=,
,301,,,301,
student_assessment,SELECT,What is the id of the student who most recently registered course 301?,penilaian_siswa,SELECT,Apa identitas siswa yang terakhir mendaftar kursus 301?
,student_id,,,id_siswa,
,FROM,,,FROM,
,student_course_attendance,,,kehadiran_kursus_siswa,
,WHERE,,,WHERE,
,course_id,,,id_kursus,
,=,,,=,
,301,,,301,
,ORDER,,,ORDER,
,BY,,,BY,
,date_of_attendance,,,tanggal_kehadiran,
,DESC,,,DESC,
,LIMIT,,,LIMIT,
,1,,,1,
student_assessment,SELECT,What are the ids of the students who registered for course 301 most recently?,penilaian_siswa,SELECT,Apa identitas siswa yang terakhir mendaftar kursus 301?
,student_id,,,id_siswa,
,FROM,,,FROM,
,student_course_attendance,,,kehadiran_kursus_siswa,
,WHERE,,,WHERE,
,course_id,,,id_kursus,
,=,,,=,
,301,,,301,
,ORDER,,,ORDER,
,BY,,,BY,
,date_of_attendance,,,tanggal_kehadiran,
,DESC,,,DESC,
,LIMIT,,,LIMIT,
,1,,,1,
student_assessment,SELECT,Find distinct cities of addresses of people?,penilaian_siswa,SELECT,Temukan kota alamat orang yang berbeda?
,DISTINCT,,,DISTINCT,
,T1.city,,,T1.kota,
,FROM,,,FROM,
,addresses,,,alamat,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,people_addresses,,,orang_alamat,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.address_id,,,T1.id_address,
,=,,,=,
,T2.address_id,,,T2.id_address,
student_assessment,SELECT,What are the different cities where people live?,penilaian_siswa,SELECT,Apa saja kota tempat orang tinggal?
,DISTINCT,,,DISTINCT,
,T1.city,,,T1.kota,
,FROM,,,FROM,
,addresses,,,alamat,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,people_addresses,,,orang_alamat,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.address_id,,,T1.id_address,
,=,,,=,
,T2.address_id,,,T2.id_address,
student_assessment,SELECT,Find distinct cities of address of students?,penilaian_siswa,SELECT,Temukan kota alamat siswa yang berbeda?
,DISTINCT,,,DISTINCT,
,T1.city,,,T1.kota,
,FROM,,,FROM,
,addresses,,,alamat,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,people_addresses,,,orang_alamat,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.address_id,,,T1.id_address,
,=,,,=,
,T2.address_id,,,T2.id_address,
,JOIN,,,JOIN,
,students,,,siswa,
,AS,,,AS,
,T3,,,T3,
,ON,,,ON,
,T2.person_id,,,T2.id_orang,
,=,,,=,
,T3.student_id,,,T3.id_siswa,
student_assessment,SELECT,What are the different cities where students live?,penilaian_siswa,SELECT,Apa saja kota tempat siswa tinggal?
,DISTINCT,,,DISTINCT,
,T1.city,,,T1.kota,
,FROM,,,FROM,
,addresses,,,alamat,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,people_addresses,,,orang_alamat,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.address_id,,,T1.id_address,
,=,,,=,
,T2.address_id,,,T2.id_address,
,JOIN,,,JOIN,
,students,,,siswa,
,AS,,,AS,
,T3,,,T3,
,ON,,,ON,
,T2.person_id,,,T2.id_orang,
,=,,,=,
,T3.student_id,,,T3.id_siswa,
student_assessment,SELECT,List the names of courses in alphabetical order?,penilaian_siswa,SELECT,Sebutkan nama mata kuliah berdasarkan abjad?
,course_name,,,nama_kursus,
,FROM,,,FROM,
,courses,,,kursus,
,ORDER,,,ORDER,
,BY,,,BY,
,course_name,,,nama_kursus,
student_assessment,SELECT,What are the names of the courses in alphabetical order?,penilaian_siswa,SELECT,Apa nama mata kuliah yang diurutkan berdasarkan abjad?
,course_name,,,nama_kursus,
,FROM,,,FROM,
,courses,,,kursus,
,ORDER,,,ORDER,
,BY,,,BY,
,course_name,,,nama_kursus,
student_assessment,SELECT,List the first names of people in alphabetical order?,penilaian_siswa,SELECT,Sebutkan nama depan orang berdasarkan abjad?
,first_name,,,nama_depan,
,FROM,,,FROM,
,people,,,rakyat,
,ORDER,,,ORDER,
,BY,,,BY,
,first_name,,,nama_depan,
student_assessment,SELECT,What are the first names of the people in alphabetical order?,penilaian_siswa,SELECT,Apa nama depan orang-orang berdasarkan abjad?
,first_name,,,nama_depan,
,FROM,,,FROM,
,people,,,rakyat,
,ORDER,,,ORDER,
,BY,,,BY,
,first_name,,,nama_depan,
student_assessment,SELECT,What are the id of students who registered courses or attended courses?,penilaian_siswa,SELECT,Apa identitas siswa yang mendaftar kursus atau mengikuti kursus?
,student_id,,,id_siswa,
,FROM,,,FROM,
,student_course_registrations,,,registrasi_kursus_siswa,
,UNION,,,UNION,
,SELECT,,,SELECT,
,student_id,,,id_siswa,
,FROM,,,FROM,
,student_course_attendance,,,kehadiran_kursus_siswa,
student_assessment,SELECT,What are the ids of the students who either registered or attended a course?,penilaian_siswa,SELECT,Apa identitas siswa yang mendaftar atau mengikuti kursus?
,student_id,,,id_siswa,
,FROM,,,FROM,
,student_course_registrations,,,registrasi_kursus_siswa,
,UNION,,,UNION,
,SELECT,,,SELECT,
,student_id,,,id_siswa,
,FROM,,,FROM,
,student_course_attendance,,,kehadiran_kursus_siswa,
student_assessment,SELECT,Find the id of courses which are registered or attended by student whose id is 121?,penilaian_siswa,SELECT,Carilah id mata kuliah yang didaftarkan atau diikuti oleh mahasiswa yang idnya 121?
,course_id,,,id_kursus,
,FROM,,,FROM,
,student_course_registrations,,,registrasi_kursus_siswa,
,WHERE,,,WHERE,
,student_id,,,id_siswa,
,=,,,=,
,121,,,121,
,UNION,,,UNION,
,SELECT,,,SELECT,
,course_id,,,id_kursus,
,FROM,,,FROM,
,student_course_attendance,,,kehadiran_kursus_siswa,
,WHERE,,,WHERE,
,student_id,,,id_siswa,
,=,,,=,
,121,,,121,
student_assessment,SELECT,What are the ids of the courses that are registered or attended by the student whose id is 121?,penilaian_siswa,SELECT,Apa saja ID mata kuliah yang didaftarkan atau diikuti oleh mahasiswa yang id 121 tersebut?
,course_id,,,id_kursus,
,FROM,,,FROM,
,student_course_registrations,,,registrasi_kursus_siswa,
,WHERE,,,WHERE,
,student_id,,,id_siswa,
,=,,,=,
,121,,,121,
,UNION,,,UNION,
,SELECT,,,SELECT,
,course_id,,,id_kursus,
,FROM,,,FROM,
,student_course_attendance,,,kehadiran_kursus_siswa,
,WHERE,,,WHERE,
,student_id,,,id_siswa,
,=,,,=,
,121,,,121,
student_assessment,SELECT,What are all info of students who registered courses but not attended courses?,penilaian_siswa,SELECT,Apa saja info mahasiswa yang mendaftar kursus tetapi tidak mengikuti kursus?
